2012,P0000,P01001,4450,911200,Transferencias corrientes del Gobierno de Navarra,12050532
2012,02710,054001,4819,134102,Convenio con la Cruz Roja,81750
2012,02710,054001,6031,134100,Instalaciones de telecomunicaciones,20000
2012,02710,054001,6054,134100,Equipos de transmisión,49100
2012,02710,054001,6060,134100,Renovación de equipos SOS Navarra Positrón,20000
2012,02710,054001,7609,134100,"Convenios para bomberos voluntarios, socorros y emergencias",100000
2012,02710,054001,7819,134100,Convenios y programas con entidades sin ánimo de lucro,20000
2012,02700,054002,1000,131100,Retribuciones de altos cargos,54034
2012,02700,054002,1200,131100,Retribuciones del personal fijo,240617
2012,02700,054002,1210,131100,Retribuciones del personal contratado para cubrir plazas reservadas,39033
2012,02700,054002,1211,131100,Retribuciones del personal contratado para cubrir vacantes,39033
2012,02700,054002,1220,131100,Retribuciones del personal contratado temporal,50000
2012,02700,054002,1250,131100,Retribuciones del personal contratado para sustituciones,128923
2012,02700,054002,1400,131100,Retribuciones personales,2329789
2012,02700,054002,1600,131100,Seguridad social,3924684
2012,02700,054002,1609,131100,Otras cuotas sociales,1000000
2012,02700,054002,1620,224100,Abonos de primas de pólizas de seguros,58000
2012,02700,054002,1702,131100,Horas extraordinarias,366000
2012,02700,054002,1703,131100,Remuneración por trabajo en días festivos,1123916
2012,02700,054002,1704,131100,Complemento por realización de guardias,37717
2012,02700,054002,1705,131100,Complemento por trabajo en turnos de noche,793215
2012,02700,054002,1710,131100,Complemento de productividad,304028
2012,02701,054002,2029,131100,Arrendamiento de otros bienes inmuebles,5000
2012,02701,054002,2050,131100,Arrendamiento de otros bienes muebles,7500
2012,02701,054002,2200,131100,Material de oficina,15000
2012,02701,054002,2202,131100,"Prensa, revistas, libros y otras publicaciones",2000
2012,02701,054002,2220,131100,Comunicaciones telefónicas,260000
2012,02701,054002,2249,131100,Póliza de responsabilidad civil de la ANE y otros riesgos,8000
2012,02701,054002,2261,131100,Atenciones protocolarias y representativas,6000
2012,02701,054002,2262,131100,Publicidad y propaganda,5100
2012,02701,054002,2266,131100,Jornadas técnicas,1000
2012,02701,054002,2269,131100,Otros gastos diversos,40000
2012,02701,054002,2271,131100,Servicios de limpieza y aseo,264555
2012,02701,054002,2273,131100,Soporte de primer nivel y otros servicios,62868
2012,02701,054002,2279,131100,Medios aéreos y otros servicios,904000
2012,02701,054002,2284,131100,Material de limpieza y aseo,20000
2012,02701,054002,2300,131100,Dietas,10000
2012,02701,054002,2301,131100,Locomoción y gastos de viaje,15000
2012,02701,054002,2339,131100,Otras indemnizaciones,4000
2012,02701,054002,2400,131100,Manuales de información pública ante emergencias,100
2012,02701,054002,4609,131100,"Ayudas frente a situaciones de emergencia, catástrofes o calamidades",100
2012,02701,054002,4809,131100,Becas para formación de auxiliares de coordinación SOS,100
2012,02701,054002,4819,131100,Convenio con DYA Navarra,75000
2012,02701,054002,6050,131100,Mobiliario y equipos de oficina,12000
2012,02701,054002,6060,131100,Equipos para procesos de información,11000
2012,02701,054002,6090,469100,Sistemas de información,7000
2012,02701,054002,6092,131100,"Estudios, informes y otros",100
2012,02701,054002,7609,131100,"Ayudas frente a situaciones de emergencia, catástrofes o calamidades",300100
2012,02720,054002,1200,131100,Retribuciones del personal fijo,166671
2012,02720,054002,1210,131100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,02720,054002,1211,131100,Retribuciones del personal contratado para cubrir vacantes,41361
2012,02724,054002,1000,131100,Retribuciones de altos cargos,50500
2012,02724,054002,1200,131100,Retribuciones del personal fijo,35870
2012,02724,054002,1210,131100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,02724,054002,1211,131100,Retribuciones del personal contratado para cubrir vacantes,1
2012,02000,055000,1200,111200,Retribuciones del personal fijo,996573
2012,02000,055000,1210,111200,Retribuciones del personal contratado para cubrir plazas reservadas,37192
2012,02000,055000,1211,111200,Retribuciones del personal contratado para cubrir vacantes,204626
2012,02000,055000,2120,111200,Reparación y mantenimiento de edificios y otras construcciones,150000
2012,02000,055000,2160,111200,Reparación y mantenimiento de equipos y programas informáticos,200000
2012,02000,055000,2190,111200,Reparación y mantenimiento de otros bienes muebles,10000
2012,02000,055000,2200,111200,Material de oficina,246650
2012,02000,055000,2202,111200,"Prensa, revistas, libros y otras publicaciones",10000
2012,02000,055000,2212,133100,Gastos de mantenimiento del centro penitenciario,200000
2012,02000,055000,2261,111200,Atenciones protocolarias y representativas,1000
2012,02000,055000,2264,111200,Gastos de comunidad,26000
2012,02000,055000,2266,111200,"Reuniones, conferencias y cursillos",3000
2012,02000,055000,2269,111200,Otros gastos diversos,9000
2012,02000,055000,2279,111200,Atención a la violencia doméstica y de género,341000
2012,02000,055000,2300,111200,Dietas,9270
2012,02000,055000,2301,111200,Locomoción y gastos de viaje,40000
2012,02000,055000,4809,111200,Indemnizaciones por responsabilidad patrimonial,100
2012,02000,055000,4809,133100,Gratificaciones a reclusos por servicios prestados,100
2012,02000,055000,4819,111200,Subvenciones para actividades privadas relacionadas con el apoyo a las víctimas del terrorismo,100
2012,02000,055000,6090,111200,Informatización de Justicia,300000
2012,02000,055000,6092,111200,Estudios sobre la Administración de Justicia,100
2012,02300,055000,1200,111200,Retribuciones del personal fijo,574095
2012,02300,055000,1210,111200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,02300,055000,1211,111200,Retribuciones del personal contratado para cubrir vacantes,128101
2012,02300,055000,4709,111200,Subvenciones por atentados terroristas a empresas privadas,100
2012,02300,055000,4809,111200,Subvenciones por atentados terroristas a particulares,100
2012,02300,055000,4819,111200,(**) Subvención a la Fundación Víctimas del Terrorismo,90000
2012,02300,055000,8319,111200,Préstamos como consecuencia de atentados terroristas,100
2012,02000,055001,1200,112100,Retribuciones del personal fijo,9481997
2012,02000,055001,1210,112100,Retribuciones del personal contratado para cubrir plazas reservadas,639628
2012,02000,055001,1211,112100,Retribuciones del personal contratado para cubrir vacantes,1734008
2012,02000,055001,1220,112100,Retribuciones del personal contratado temporal,606561
2012,02000,055001,1250,112100,Retribuciones del personal contratado para sustituciones,662762
2012,02000,055001,1400,112100,Retribuciones personales,2254670
2012,02000,055001,1600,112100,Seguridad social,1086233
2012,02000,055001,1704,112100,Complemento por realización de guardias,347270
2012,02000,055001,1710,112100,Complemento de productividad,10106
2012,02000,055001,2061,112100,Licencias de bases de datos de jurisprudencia y legislación,45000
2012,02000,055001,2140,112102,Reparación y mantenimiento de vehículos,2500
2012,02000,055001,2216,112100,Material clínico forense,6000
2012,02000,055001,2220,112100,Servicios de telecomunicaciones,100000
2012,02000,055001,2221,112100,Comunicaciones postales y mensajería,500000
2012,02000,055001,2230,112100,Gastos de transportes,30000
2012,02000,055001,2250,112100,Tributos locales,2000
2012,02000,055001,2261,112100,Protocolo y representación de la Administración de Justicia en Navarra,3500
2012,02000,055001,2262,112100,Publicidad y actividades divulgativas,2100
2012,02000,055001,2266,112100,Actividades de formación de profesionales de justicia en Navarra,25000
2012,02000,055001,2269,112100,Gastos del jurado,20000
2012,02000,055001,2271,112100,Servicios de limpieza y aseo,635000
2012,02000,055001,2273,112100,Servicios informáticos,283564
2012,02000,055001,2273,112102,Asistencia técnica de 2º nivel,218066
2012,02000,055001,2274,112100,Servicios de seguridad,431064
2012,02000,055001,2279,112100,Servicios prestados por los secretarios para atender los juzgados de paz,126000
2012,02000,055001,2279,112102,Asistencia técnica para analíticas forenses,40000
2012,02000,055001,2279,112104,"Peritajes, traducciones y testigos",300000
2012,02000,055001,2280,112100,"Energía eléctrica, agua y gas",425000
2012,02000,055001,2281,112100,"Combustibles, lubricantes y calefacción",20000
2012,02000,055001,2283,112100,"Material para reparaciones, conservación y repuestos",12000
2012,02000,055001,2284,112100,Material de limpieza y aseo,10000
2012,02000,055001,2285,112100,Vestuario,2500
2012,02000,055001,2330,112100,"Compensaciones por participación en procesos de selección, tribunales de oposición, acciones formativas y otros",3000
2012,02000,055001,4609,112100,Transferencias a juzgados de paz,240000
2012,02000,055001,4819,112100,Transferencias a colegios profesionales,2865000
2012,02000,055001,4819,112102,(**) Subvención a la asociación para la mediación penal reparadora en justicia,60000
2012,02000,055001,6020,112100,Edificios judiciales,50000
2012,02000,055001,6020,112105,Plan Navarra 2012-48. Edificios judiciales. Tudela,2824527
2012,02000,055001,6031,112100,Instalaciones en edificios judiciales,125000
2012,02000,055001,6050,112100,Mobiliario y equipo de oficina,140000
2012,02000,055001,6060,112100,Equipos para procesos de información,45000
2012,02000,055001,6090,469100,Sistemas de información,425000
2012,02000,055001,6091,112100,Proyectos técnicos para edificaciones,100
2012,02000,055003,2160,112100,Reparación y mantenimiento de equipos y programas informáticos,4150
2012,02000,055003,2200,112100,Material de oficina,4150
2012,02000,055003,2202,112100,"Prensa, revistas, libros y otras publicaciones",830
2012,02000,055003,2261,112100,Atenciones protocolarias y representativas,3500
2012,02000,055003,2266,112100,"Reuniones, conferencias y cursillos",2700
2012,02000,055003,2269,112100,Otros gastos diversos,730
2012,02000,055003,2279,112100,"Peritajes, traducciones y testigos",4150
2012,02000,055003,2301,112100,Locomoción y gastos de viaje,14950
2012,02000,055003,6050,112100,Mobiliario y equipo de oficina,7900
2012,02000,055003,6060,112100,Equipos para procesos de información,4150
2012,05000,070000,1000,467700,Retribuciones de altos cargos,55303
2012,05000,070000,1200,467700,Retribuciones del personal fijo,326316
2012,05000,070000,1210,467700,Retribuciones del personal contratado para cubrir plazas reservadas,2
2012,05000,070000,1211,467700,Retribuciones del personal contratado para cubrir vacantes,2
2012,05000,070000,2090,467700,Cuotas a asociaciones técnicas,3300
2012,05000,070000,2190,467700,"Reparación y mantenimiento de mobiliario, equipamiento e instalaciones",4600
2012,05000,070000,2200,467700,Material de oficina e informático,20000
2012,05000,070000,2202,467700,Prensa técnica y libros,2000
2012,05000,070000,2262,467700,Publicidad y actividades divulgativas,10000
2012,05000,070000,2264,467700,Gastos de comunidad,11500
2012,05000,070000,2269,467700,Otros gastos diversos,10000
2012,05000,070000,2271,467700,Limpieza de locales,64000
2012,05000,070000,2274,467700,Vigilancia de edificios,23000
2012,05000,070000,2276,467700,Consultoría de hoja de ruta Gobierno Abierto,20000
2012,05000,070000,2280,467700,"Agua, gas y electricidad",43000
2012,05000,070000,2289,467700,Otros suministros auxiliares,1900
2012,05000,070000,2300,467700,Dietas,2000
2012,05000,070000,2301,467700,Gastos de desplazamiento y viaje,25000
2012,05000,070000,6050,467700,Mobiliario,25000
2012,05000,070000,6090,467700,Desarrollos de la hoja de ruta de Gobierno,250000
2012,05100,070001,1200,467900,Retribuciones del personal fijo,569969
2012,05100,070001,1210,467900,Retribuciones del personal contratado para cubrir plazas reservadas,30146
2012,05100,070001,1211,467900,Retribuciones del personal contratado para cubrir vacantes,35871
2012,05100,070001,2061,467900,Mantenimiento de licencias para Extr@,50000
2012,05100,070001,2273,467900,Operación y gestión del nivel de servicio para Extr@,116000
2012,05100,070001,2273,467902,Mantenimiento y soportes del sistema de información 012 Infolocal,18450
2012,05100,070001,2279,467900,Proyecto de oficinas de atención ciudadana y OTAE,1053195
2012,05100,070001,4409,467900,Plataforma Infolocal. Convenio con ANIMSA,180824
2012,05100,070001,6091,467900,Extr@. Gestor corporativos de expedientes,426893
2012,05100,070001,6091,467902,Plan de modernización de la Administración Foral,108000
2012,05100,070001,6091,467903,Catálogo de servicios,55000
2012,05100,070001,7409,467900,Plataforma Infolocal. Convenio con ANIMSA,10
2012,05200,070002,1200,467900,Retribuciones del personal fijo,921031
2012,05200,070002,1210,467900,Retribuciones del personal contratado para cubrir plazas reservadas,30145
2012,05200,070002,1211,467900,Retribuciones del personal contratado para cubrir vacantes,132028
2012,05200,070002,2061,467900,Mantenimiento de licencias de almacenes de información,24354
2012,05200,070002,2061,467903,Licencias y mantenimiento del software corporativo,460000
2012,05200,070002,2160,467900,Mantenimiento y gestión SITNA/IDENA,350000
2012,05200,070002,2269,467900,Gastos BRISEIDE,7000
2012,05200,070002,2273,467900,"Operación y nivel de servicio RRHH, GE21, GPI y otros",1500000
2012,05200,070002,2276,467900,Mantenimiento y asistencia a varias aplicaciones corporativas,87401
2012,05200,070002,6090,467900,"Ampliación de aplicaciones corporativas existentes (Portal de Navarra, Intranet y otras)",65000
2012,05300,070003,1200,467900,Retribuciones del personal fijo,361368
2012,05300,070003,1210,467900,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,05300,070003,1211,467900,Retribuciones del personal contratado para cubrir vacantes,1
2012,05300,070003,2276,467900,Soporte Ofimático GN y Gestión de Proyectos Departamentales de Gobierno Abierto,264000
